MaHanhLy,MaVe,TrongLuong,LoaiHanhLy
HL00004444,VE00067718,2.21,Xach tay
HL00004445,VE00053144,5.63,Xach tay
HL00004446,VE00053144,10.01,Ky gui
HL00004447,VE00078559,4.14,Xach tay
HL00004448,VE00073873,1.46,Xach tay
HL00004449,VE00002441,5.06,Xach tay
HL00004450,VE00037153,0.89,Xach tay
HL00004451,VE00037153,26.28,Ky gui
HL00004452,VE00011240,4.83,Xach tay
HL00004453,VE00028390,5.24,Ky gui
HL00004454,VE00079499,6.48,Xach tay
HL00004455,VE00063134,10.09,Ky gui
HL00004456,VE00022357,3.61,Xach tay
HL00004457,VE00028753,3.02,Xach tay
HL00004458,VE00028753,22.1,Ky gui
HL00004459,VE00053841,26.7,Ky gui
HL00004460,VE00078754,1.33,Xach tay
HL00004461,VE00018706,28.25,Ky gui
HL00004462,VE00076369,3.84,Xach tay
HL00004463,VE00076369,31.66,Ky gui
HL00004464,VE00023840,11.67,Ky gui
HL00004465,VE00021984,27.67,Ky gui
HL00004466,VE00059438,1.96,Xach tay
HL00004467,VE00078189,0.89,Xach tay
HL00004468,VE00077411,6.16,Xach tay
HL00004469,VE00009024,5.75,Ky gui
HL00004470,VE00030123,30.13,Ky gui
HL00004471,VE00049573,4.44,Xach tay
HL00004472,VE00017330,8.44,Ky gui
HL00004473,VE00014231,26.34,Ky gui
HL00004474,VE00026523,25.4,Ky gui
HL00004475,VE00068513,4.39,Xach tay
HL00004476,VE00066108,5.53,Xach tay
HL00004477,VE00055024,0.7,Xach tay
HL00004478,VE00019604,1.05,Xach tay
HL00004479,VE00019604,29.07,Ky gui
HL00004480,VE00079366,4.67,Xach tay
HL00004481,VE00012623,3.06,Xach tay
HL00004482,VE00062374,5.74,Xach tay
HL00004483,VE00005117,3.98,Xach tay
HL00004484,VE00069656,2.5,Xach tay
HL00004485,VE00015404,15.42,Ky gui
HL00004486,VE00063209,23.77,Ky gui
HL00004487,VE00079099,22.85,Ky gui
HL00004488,VE00070686,17.67,Ky gui
HL00004489,VE00000158,3.68,Xach tay
HL00004490,VE00000158,14.25,Ky gui
HL00004491,VE00056558,22.05,Ky gui
HL00004492,VE00068426,2.24,Xach tay
HL00004493,VE00055140,2.38,Xach tay
HL00004494,VE00048547,13.45,Ky gui
HL00004495,VE00056225,14.41,Ky gui
HL00004496,VE00030080,5.87,Xach tay
HL00004497,VE00063193,16.11,Ky gui
HL00004498,VE00049970,3.26,Xach tay
HL00004499,VE00045944,25.74,Ky gui
HL00004500,VE00075514,5.5,Xach tay
HL00004501,VE00012808,4.97,Xach tay
HL00004502,VE00055770,4.03,Xach tay
HL00004503,VE00033361,5.69,Xach tay
HL00004504,VE00062540,9.68,Ky gui
HL00004505,VE00030476,28.66,Ky gui
HL00004506,VE00010987,10.55,Ky gui
HL00004507,VE00037129,27.42,Ky gui
HL00004508,VE00078420,4.71,Xach tay
HL00004509,VE00071268,2.1,Xach tay
HL00004510,VE00053563,2.26,Xach tay
HL00004511,VE00033792,19.51,Ky gui
HL00004512,VE00024776,4.44,Xach tay
HL00004513,VE00000717,6.78,Xach tay
HL00004514,VE00000933,31.56,Ky gui
HL00004515,VE00075758,1.73,Xach tay
HL00004516,VE00075758,30.22,Ky gui
HL00004517,VE00015445,6.94,Xach tay
HL00004518,VE00068127,12.48,Ky gui
HL00004519,VE00049156,10.38,Ky gui
HL00004520,VE00026925,3.28,Xach tay
HL00004521,VE00026925,31.51,Ky gui
HL00004522,VE00041406,17.86,Ky gui
HL00004523,VE00053589,1.28,Xach tay
HL00004524,VE00047484,2.85,Xach tay
HL00004525,VE00020288,6.47,Ky gui
HL00004526,VE00055847,12.49,Ky gui
HL00004527,VE00076726,12.25,Ky gui
HL00004528,VE00033245,30.0,Ky gui
HL00004529,VE00034250,10.53,Ky gui
HL00004530,VE00055518,5.27,Ky gui
HL00004531,VE00074013,4.56,Xach tay
HL00004532,VE00047926,3.29,Xach tay
HL00004533,VE00036119,4.52,Xach tay
HL00004534,VE00052096,12.2,Ky gui
HL00004535,VE00026699,27.7,Ky gui
HL00004536,VE00054163,4.1,Xach tay
HL00004537,VE00072366,1.93,Xach tay
HL00004538,VE00073081,27.28,Ky gui
HL00004539,VE00063239,4.51,Xach tay
HL00004540,VE00048525,5.31,Xach tay
HL00004541,VE00048525,31.42,Ky gui
HL00004542,VE00073282,3.66,Xach tay
HL00004543,VE00063408,5.99,Xach tay
HL00004544,VE00063408,10.97,Ky gui
HL00004545,VE00033264,1.58,Xach tay
HL00004546,VE00040194,1.93,Xach tay
HL00004547,VE00075714,2.05,Xach tay
HL00004548,VE00045136,4.27,Xach tay
HL00004549,VE00052184,15.44,Ky gui
HL00004550,VE00018097,1.15,Xach tay
HL00004551,VE00015609,5.13,Xach tay
HL00004552,VE00015609,16.95,Ky gui
HL00004553,VE00030117,15.38,Ky gui
HL00004554,VE00058537,15.26,Ky gui
HL00004555,VE00021207,12.34,Ky gui
HL00004556,VE00028110,5.63,Xach tay
HL00004557,VE00066630,13.7,Ky gui
HL00004558,VE00052503,4.5,Xach tay
HL00004559,VE00044360,21.38,Ky gui
HL00004560,VE00072166,5.07,Xach tay
HL00004561,VE00006823,23.87,Ky gui
HL00004562,VE00021069,5.62,Xach tay
HL00004563,VE00051001,2.54,Xach tay
HL00004564,VE00000694,2.12,Xach tay
HL00004565,VE00011940,2.0,Xach tay
HL00004566,VE00061823,17.68,Ky gui
HL00004567,VE00078676,6.58,Xach tay
HL00004568,VE00078676,11.59,Ky gui
HL00004569,VE00057066,17.21,Ky gui
HL00004570,VE00011553,15.5,Ky gui
HL00004571,VE00008400,2.98,Xach tay
HL00004572,VE00034484,5.21,Xach tay
HL00004573,VE00048607,2.16,Xach tay
HL00004574,VE00048607,11.17,Ky gui
HL00004575,VE00010491,6.98,Xach tay
HL00004576,VE00079827,1.6,Xach tay
HL00004577,VE00050375,21.18,Ky gui
HL00004578,VE00052514,27.84,Ky gui
HL00004579,VE00037549,5.44,Xach tay
HL00004580,VE00078312,6.45,Xach tay
HL00004581,VE00078312,7.49,Ky gui
HL00004582,VE00007532,6.35,Ky gui
HL00004583,VE00022974,6.56,Xach tay
HL00004584,VE00022974,17.23,Ky gui
HL00004585,VE00064798,6.08,Xach tay
HL00004586,VE00057537,6.45,Xach tay
HL00004587,VE00001404,2.53,Xach tay
HL00004588,VE00026439,11.26,Ky gui
HL00004589,VE00067916,0.84,Xach tay
HL00004590,VE00067916,22.67,Ky gui
HL00004591,VE00037488,30.75,Ky gui
HL00004592,VE00004406,4.06,Xach tay
HL00004593,VE00067609,5.75,Xach tay
HL00004594,VE00030366,5.13,Xach tay
HL00004595,VE00022215,1.16,Xach tay
HL00004596,VE00022215,27.07,Ky gui
HL00004597,VE00004727,1.31,Xach tay
HL00004598,VE00047152,5.45,Xach tay
HL00004599,VE00031360,9.12,Ky gui
HL00004600,VE00020637,0.56,Xach tay
HL00004601,VE00036168,18.86,Ky gui
HL00004602,VE00052355,3.78,Xach tay
HL00004603,VE00052355,6.53,Ky gui
HL00004604,VE00046286,0.81,Xach tay
HL00004605,VE00051793,1.36,Xach tay
HL00004606,VE00026256,20.49,Ky gui
HL00004607,VE00002015,2.1,Xach tay
HL00004608,VE00011819,1.21,Xach tay
HL00004609,VE00072037,4.66,Xach tay
HL00004610,VE00037290,6.81,Ky gui
HL00004611,VE00073285,0.5,Xach tay
HL00004612,VE00076407,5.69,Xach tay
HL00004613,VE00045626,15.67,Ky gui
HL00004614,VE00045545,15.91,Ky gui
HL00004615,VE00036243,30.98,Ky gui
HL00004616,VE00079478,4.44,Xach tay
HL00004617,VE00025497,25.23,Ky gui
HL00004618,VE00059607,19.13,Ky gui
HL00004619,VE00052948,3.77,Xach tay
HL00004620,VE00075355,5.73,Xach tay
HL00004621,VE00000610,4.4,Xach tay
HL00004622,VE00034224,2.44,Xach tay
HL00004623,VE00022943,16.14,Ky gui
HL00004624,VE00053364,2.93,Xach tay
HL00004625,VE00066354,1.79,Xach tay
HL00004626,VE00013955,3.33,Xach tay
HL00004627,VE00013955,22.24,Ky gui
HL00004628,VE00073221,6.12,Xach tay
HL00004629,VE00009488,25.23,Ky gui
HL00004630,VE00065952,13.15,Ky gui
HL00004631,VE00038569,0.61,Xach tay
HL00004632,VE00044561,3.35,Xach tay
HL00004633,VE00015337,3.53,Xach tay
HL00004634,VE00067278,6.24,Xach tay
HL00004635,VE00033777,3.2,Xach tay
HL00004636,VE00070505,6.66,Xach tay
HL00004637,VE00070505,29.22,Ky gui
HL00004638,VE00032787,0.85,Xach tay
HL00004639,VE00058035,3.01,Xach tay
HL00004640,VE00049425,16.7,Ky gui
HL00004641,VE00073816,14.58,Ky gui
HL00004642,VE00063391,17.88,Ky gui
HL00004643,VE00060388,2.79,Xach tay
HL00004644,VE00076917,6.49,Xach tay
HL00004645,VE00003585,6.95,Xach tay
HL00004646,VE00063173,5.12,Xach tay
HL00004647,VE00015240,0.66,Xach tay
HL00004648,VE00033793,3.89,Xach tay
HL00004649,VE00008855,3.12,Xach tay
HL00004650,VE00008855,26.56,Ky gui
HL00004651,VE00050158,4.54,Xach tay
HL00004652,VE00028886,0.83,Xach tay
HL00004653,VE00030138,8.33,Ky gui
HL00004654,VE00041384,3.67,Xach tay
HL00004655,VE00054058,5.98,Ky gui
HL00004656,VE00046282,24.67,Ky gui
HL00004657,VE00067700,6.82,Ky gui
HL00004658,VE00034518,4.79,Xach tay
HL00004659,VE00032540,5.2,Xach tay
HL00004660,VE00037656,1.42,Xach tay
HL00004661,VE00052289,3.0,Xach tay
HL00004662,VE00052289,15.65,Ky gui
HL00004663,VE00044826,2.47,Xach tay
HL00004664,VE00044826,30.75,Ky gui
HL00004665,VE00009966,4.2,Xach tay
HL00004666,VE00072687,5.87,Xach tay
HL00004667,VE00023395,4.06,Xach tay
HL00004668,VE00062464,6.45,Xach tay
HL00004669,VE00041140,0.93,Xach tay
HL00004670,VE00041140,28.19,Ky gui
HL00004671,VE00046339,3.64,Xach tay
HL00004672,VE00028648,3.54,Xach tay
HL00004673,VE00028648,31.49,Ky gui
HL00004674,VE00035269,1.02,Xach tay
HL00004675,VE00023958,6.35,Xach tay
HL00004676,VE00024926,31.45,Ky gui
HL00004677,VE00030784,4.13,Xach tay
HL00004678,VE00034788,13.93,Ky gui
HL00004679,VE00030043,19.22,Ky gui
HL00004680,VE00026578,27.55,Ky gui
HL00004681,VE00032729,23.43,Ky gui
HL00004682,VE00046666,26.01,Ky gui
HL00004683,VE00020447,5.8,Xach tay
HL00004684,VE00013984,2.27,Xach tay
HL00004685,VE00010288,6.82,Xach tay
HL00004686,VE00000869,4.35,Xach tay
HL00004687,VE00000869,26.65,Ky gui
HL00004688,VE00070973,5.86,Xach tay
HL00004689,VE00005540,27.8,Ky gui
HL00004690,VE00063215,6.72,Xach tay
HL00004691,VE00048654,1.5,Xach tay
HL00004692,VE00041343,4.02,Xach tay
HL00004693,VE00041343,14.8,Ky gui
HL00004694,VE00064533,16.32,Ky gui
HL00004695,VE00075304,1.03,Xach tay
HL00004696,VE00036010,3.63,Xach tay
HL00004697,VE00066996,2.54,Xach tay
HL00004698,VE00066996,29.01,Ky gui
HL00004699,VE00036736,5.8,Xach tay
HL00004700,VE00052151,3.58,Xach tay
HL00004701,VE00029111,6.59,Xach tay
HL00004702,VE00029111,8.19,Ky gui
HL00004703,VE00075585,6.21,Xach tay
HL00004704,VE00016810,6.73,Xach tay
HL00004705,VE00007098,15.94,Ky gui
HL00004706,VE00068910,12.73,Ky gui
HL00004707,VE00055467,9.45,Ky gui
HL00004708,VE00062695,2.63,Xach tay
HL00004709,VE00070880,1.04,Xach tay
HL00004710,VE00004269,5.68,Xach tay
HL00004711,VE00004269,5.23,Ky gui
HL00004712,VE00065861,18.3,Ky gui
HL00004713,VE00045520,6.81,Xach tay
HL00004714,VE00045520,26.82,Ky gui
HL00004715,VE00051606,31.78,Ky gui
HL00004716,VE00022912,1.65,Xach tay
HL00004717,VE00022912,8.6,Ky gui
HL00004718,VE00015777,4.96,Xach tay
HL00004719,VE00067923,14.65,Ky gui
HL00004720,VE00060303,6.09,Ky gui
HL00004721,VE00001104,0.75,Xach tay
HL00004722,VE00001550,31.68,Ky gui
HL00004723,VE00027624,27.18,Ky gui
HL00004724,VE00049733,1.6,Xach tay
HL00004725,VE00076154,6.96,Xach tay
HL00004726,VE00013206,4.36,Xach tay
HL00004727,VE00042656,19.2,Ky gui
HL00004728,VE00047396,12.68,Ky gui
HL00004729,VE00034040,4.44,Xach tay
HL00004730,VE00034040,12.02,Ky gui
HL00004731,VE00071902,23.9,Ky gui
HL00004732,VE00034453,4.44,Xach tay
HL00004733,VE00034453,23.6,Ky gui
HL00004734,VE00031083,6.04,Xach tay
HL00004735,VE00031083,22.96,Ky gui
HL00004736,VE00035312,26.88,Ky gui
HL00004737,VE00061781,3.81,Xach tay
HL00004738,VE00044971,5.09,Xach tay
HL00004739,VE00047963,5.75,Xach tay
HL00004740,VE00024106,6.9,Xach tay
HL00004741,VE00065375,2.62,Xach tay
HL00004742,VE00055568,1.47,Xach tay
HL00004743,VE00027595,1.02,Xach tay
HL00004744,VE00054932,8.18,Ky gui
HL00004745,VE00048800,3.42,Xach tay
HL00004746,VE00047852,0.98,Xach tay
HL00004747,VE00052507,23.57,Ky gui
HL00004748,VE00036652,24.4,Ky gui
HL00004749,VE00059078,1.3,Xach tay
HL00004750,VE00023579,30.45,Ky gui
HL00004751,VE00074896,20.87,Ky gui
HL00004752,VE00075484,3.58,Xach tay
HL00004753,VE00029959,1.52,Xach tay
HL00004754,VE00029959,10.17,Ky gui
HL00004755,VE00013091,0.7,Xach tay
HL00004756,VE00013091,28.03,Ky gui
HL00004757,VE00030908,1.71,Xach tay
HL00004758,VE00072790,4.78,Xach tay
HL00004759,VE00056652,5.11,Xach tay
HL00004760,VE00049924,1.36,Xach tay
HL00004761,VE00025699,6.78,Xach tay
HL00004762,VE00019117,2.55,Xach tay
HL00004763,VE00061996,23.9,Ky gui
HL00004764,VE00001277,5.59,Xach tay
HL00004765,VE00001277,30.77,Ky gui
HL00004766,VE00023149,3.66,Xach tay
HL00004767,VE00065484,6.25,Xach tay
HL00004768,VE00017626,4.43,Xach tay
HL00004769,VE00063783,16.28,Ky gui
HL00004770,VE00039327,22.05,Ky gui
HL00004771,VE00032896,26.61,Ky gui
HL00004772,VE00073681,0.52,Xach tay
HL00004773,VE00074428,5.86,Xach tay
HL00004774,VE00006254,10.7,Ky gui
HL00004775,VE00052220,4.78,Xach tay
HL00004776,VE00012973,18.63,Ky gui
HL00004777,VE00021410,29.02,Ky gui
HL00004778,VE00028242,21.53,Ky gui
HL00004779,VE00062461,6.67,Xach tay
HL00004780,VE00058964,17.28,Ky gui
HL00004781,VE00043865,19.77,Ky gui
HL00004782,VE00034049,25.41,Ky gui
