MaGia,MaLich,HangGhe,Gia,ThoiDiemBatDau,ThoiDiemKetThuc
MG0005492,LB001831,Thuong gia,8665000,2023-11-21 16:00:00,2024-05-08 23:00:00
MG0005493,LB001831,Hang nhat,14520000,2024-01-21 16:00:00,2024-05-09 15:00:00
MG0005494,LB001832,Pho thong,4532000,2025-08-10 08:15:00,2025-10-03 20:15:00
MG0005495,LB001832,Thuong gia,6257000,2025-08-31 08:15:00,2025-10-04 00:15:00
MG0005496,LB001832,Hang nhat,15261000,2025-07-18 08:15:00,2025-10-03 23:15:00
MG0005497,LB001833,Pho thong,2833000,2023-08-25 13:00:00,2024-01-27 00:00:00
MG0005498,LB001833,Thuong gia,9704000,2023-08-07 13:00:00,2024-01-26 23:00:00
MG0005499,LB001833,Hang nhat,22035000,2023-10-14 13:00:00,2024-01-27 07:00:00
MG0005500,LB001834,Pho thong,4107000,2025-09-12 22:00:00,2025-09-24 17:00:00
MG0005501,LB001834,Thuong gia,13922000,2025-08-20 22:00:00,2025-09-24 11:00:00
MG0005502,LB001834,Hang nhat,15477000,2025-04-18 22:00:00,2025-09-24 06:00:00
MG0005503,LB001835,Pho thong,4744000,2024-01-23 14:30:00,2024-05-13 08:30:00
MG0005504,LB001835,Thuong gia,3095000,2024-03-25 14:30:00,2024-05-12 18:30:00
MG0005505,LB001835,Hang nhat,35901000,2024-03-11 14:30:00,2024-05-12 17:30:00
MG0005506,LB001836,Pho thong,1886000,2024-05-29 09:15:00,2024-08-15 08:15:00
MG0005507,LB001836,Thuong gia,6643000,2024-05-26 09:15:00,2024-08-14 20:15:00
MG0005508,LB001836,Hang nhat,33892000,2024-05-31 09:15:00,2024-08-14 21:15:00
MG0005509,LB001837,Pho thong,1517000,2024-08-19 08:00:00,2025-01-21 21:00:00
MG0005510,LB001837,Thuong gia,3073000,2024-11-21 08:00:00,2025-01-21 21:00:00
MG0005511,LB001837,Hang nhat,23321000,2024-12-30 08:00:00,2025-01-21 22:00:00
MG0005512,LB001838,Pho thong,1498000,2025-07-04 00:00:00,2025-10-03 20:00:00
MG0005513,LB001838,Thuong gia,11892000,2025-05-02 00:00:00,2025-10-03 23:00:00
MG0005514,LB001838,Hang nhat,17393000,2025-06-23 00:00:00,2025-10-03 02:00:00
MG0005515,LB001839,Pho thong,4072000,2024-04-09 03:15:00,2024-05-04 04:15:00
MG0005516,LB001839,Thuong gia,14639000,2024-03-03 03:15:00,2024-05-04 06:15:00
MG0005517,LB001839,Hang nhat,40896000,2023-12-28 03:15:00,2024-05-04 13:15:00
MG0005518,LB001840,Pho thong,2255000,2023-11-17 02:45:00,2024-04-04 06:45:00
MG0005519,LB001840,Thuong gia,6897000,2024-01-11 02:45:00,2024-04-04 08:45:00
MG0005520,LB001840,Hang nhat,37251000,2024-02-16 02:45:00,2024-04-04 20:45:00
MG0005521,LB001841,Pho thong,4409000,2024-05-01 12:00:00,2024-07-30 13:00:00
MG0005522,LB001841,Thuong gia,14730000,2024-07-03 12:00:00,2024-07-31 08:00:00
MG0005523,LB001841,Hang nhat,34598000,2024-05-06 12:00:00,2024-07-31 00:00:00
MG0005524,LB001842,Pho thong,2211000,2025-01-16 20:00:00,2025-05-13 18:00:00
MG0005525,LB001842,Thuong gia,6702000,2025-04-27 20:00:00,2025-05-13 08:00:00
MG0005526,LB001842,Hang nhat,28164000,2025-04-17 20:00:00,2025-05-13 05:00:00
MG0005527,LB001843,Pho thong,4012000,2024-09-07 20:45:00,2024-11-17 12:45:00
MG0005528,LB001843,Thuong gia,12269000,2024-06-04 20:45:00,2024-11-17 08:45:00
MG0005529,LB001843,Hang nhat,39272000,2024-08-30 20:45:00,2024-11-17 03:45:00
MG0005530,LB001844,Pho thong,1300000,2023-10-25 05:00:00,2024-01-10 14:00:00
MG0005531,LB001844,Thuong gia,12669000,2023-08-13 05:00:00,2024-01-10 06:00:00
MG0005532,LB001844,Hang nhat,20398000,2023-08-15 05:00:00,2024-01-10 22:00:00
MG0005533,LB001845,Pho thong,2200000,2025-04-16 19:00:00,2025-09-20 17:00:00
MG0005534,LB001845,Thuong gia,5343000,2025-05-15 19:00:00,2025-09-20 11:00:00
MG0005535,LB001845,Hang nhat,13326000,2025-05-05 19:00:00,2025-09-20 05:00:00
MG0005536,LB001846,Pho thong,4267000,2024-04-14 06:00:00,2024-05-03 22:00:00
MG0005537,LB001846,Thuong gia,14236000,2023-12-20 06:00:00,2024-05-03 16:00:00
MG0005538,LB001846,Hang nhat,31398000,2023-12-22 06:00:00,2024-05-03 13:00:00
MG0005539,LB001847,Pho thong,4136000,2024-04-19 06:30:00,2024-06-04 18:30:00
MG0005540,LB001847,Thuong gia,3116000,2024-02-01 06:30:00,2024-06-04 23:30:00
MG0005541,LB001847,Hang nhat,22639000,2024-01-12 06:30:00,2024-06-05 00:30:00
MG0005542,LB001848,Pho thong,1313000,2024-05-02 07:00:00,2024-05-21 01:00:00
MG0005543,LB001848,Thuong gia,6921000,2023-11-23 07:00:00,2024-05-20 17:00:00
MG0005544,LB001848,Hang nhat,39158000,2023-12-01 07:00:00,2024-05-20 20:00:00
MG0005545,LB001849,Pho thong,2950000,2025-01-02 06:00:00,2025-05-08 02:00:00
MG0005546,LB001849,Thuong gia,11227000,2025-04-08 06:00:00,2025-05-07 16:00:00
MG0005547,LB001849,Hang nhat,44774000,2025-03-18 06:00:00,2025-05-07 21:00:00
MG0005548,LB001850,Pho thong,2813000,2024-12-14 23:45:00,2025-04-22 23:45:00
MG0005549,LB001850,Thuong gia,12709000,2025-01-14 23:45:00,2025-04-23 04:45:00
MG0005550,LB001850,Hang nhat,18979000,2024-11-21 23:45:00,2025-04-23 13:45:00
MG0005551,LB001851,Pho thong,3339000,2024-04-03 08:15:00,2024-07-15 13:15:00
MG0005552,LB001851,Thuong gia,12526000,2024-05-09 08:15:00,2024-07-15 11:15:00
MG0005553,LB001851,Hang nhat,34384000,2024-05-07 08:15:00,2024-07-16 06:15:00
MG0005554,LB001852,Pho thong,955000,2023-11-17 18:30:00,2024-04-14 19:30:00
MG0005555,LB001852,Thuong gia,5735000,2024-03-31 18:30:00,2024-04-15 02:30:00
MG0005556,LB001852,Hang nhat,38355000,2024-04-08 18:30:00,2024-04-14 20:30:00
MG0005557,LB001853,Pho thong,1157000,2025-03-31 13:45:00,2025-05-13 14:45:00
MG0005558,LB001853,Thuong gia,9265000,2024-12-10 13:45:00,2025-05-13 15:45:00
MG0005559,LB001853,Hang nhat,21792000,2025-02-27 13:45:00,2025-05-13 16:45:00
MG0005560,LB001854,Pho thong,3955000,2024-09-10 19:00:00,2024-11-21 23:00:00
MG0005561,LB001854,Thuong gia,7449000,2024-06-01 19:00:00,2024-11-22 00:00:00
MG0005562,LB001854,Hang nhat,23144000,2024-10-07 19:00:00,2024-11-22 03:00:00
MG0005563,LB001855,Pho thong,1331000,2025-03-07 11:30:00,2025-08-02 18:30:00
MG0005564,LB001855,Thuong gia,3616000,2025-03-21 11:30:00,2025-08-02 16:30:00
MG0005565,LB001855,Hang nhat,39808000,2025-06-25 11:30:00,2025-08-02 20:30:00
MG0005566,LB001856,Pho thong,2057000,2023-10-06 16:30:00,2024-02-04 11:30:00
MG0005567,LB001856,Thuong gia,10301000,2023-09-16 16:30:00,2024-02-03 19:30:00
MG0005568,LB001856,Hang nhat,10576000,2023-10-09 16:30:00,2024-02-04 01:30:00
MG0005569,LB001857,Pho thong,4687000,2025-07-27 16:30:00,2025-10-22 07:30:00
MG0005570,LB001857,Thuong gia,8105000,2025-09-24 16:30:00,2025-10-22 09:30:00
MG0005571,LB001857,Hang nhat,14192000,2025-09-09 16:30:00,2025-10-21 23:30:00
MG0005572,LB001858,Pho thong,925000,2024-10-08 13:15:00,2024-11-25 16:15:00
MG0005573,LB001858,Thuong gia,13187000,2024-07-11 13:15:00,2024-11-25 23:15:00
MG0005574,LB001858,Hang nhat,19830000,2024-10-25 13:15:00,2024-11-25 18:15:00
MG0005575,LB001859,Pho thong,4770000,2025-06-28 11:30:00,2025-11-03 02:30:00
MG0005576,LB001859,Thuong gia,11855000,2025-08-06 11:30:00,2025-11-03 10:30:00
MG0005577,LB001859,Hang nhat,27812000,2025-05-26 11:30:00,2025-11-03 07:30:00
MG0005578,LB001860,Pho thong,2126000,2024-06-25 22:00:00,2024-11-22 10:00:00
MG0005579,LB001860,Thuong gia,10022000,2024-06-29 22:00:00,2024-11-22 08:00:00
MG0005580,LB001860,Hang nhat,35120000,2024-09-24 22:00:00,2024-11-22 19:00:00
MG0005581,LB001861,Pho thong,2919000,2025-02-14 10:15:00,2025-08-03 10:15:00
MG0005582,LB001861,Thuong gia,3143000,2025-07-27 10:15:00,2025-08-03 10:15:00
MG0005583,LB001861,Hang nhat,15061000,2025-02-11 10:15:00,2025-08-04 03:15:00
MG0005584,LB001862,Pho thong,3927000,2025-05-27 06:15:00,2025-09-07 06:15:00
MG0005585,LB001862,Thuong gia,3958000,2025-08-05 06:15:00,2025-09-07 11:15:00
MG0005586,LB001862,Hang nhat,49390000,2025-07-04 06:15:00,2025-09-07 11:15:00
MG0005587,LB001863,Pho thong,4438000,2025-06-25 21:00:00,2025-09-14 00:00:00
MG0005588,LB001863,Thuong gia,11682000,2025-06-14 21:00:00,2025-09-14 13:00:00
MG0005589,LB001863,Hang nhat,31245000,2025-09-01 21:00:00,2025-09-13 22:00:00
MG0005590,LB001864,Pho thong,3812000,2024-11-02 10:30:00,2025-03-20 17:30:00
MG0005591,LB001864,Thuong gia,3732000,2025-03-08 10:30:00,2025-03-20 23:30:00
MG0005592,LB001864,Hang nhat,38585000,2025-02-12 10:30:00,2025-03-21 03:30:00
MG0005593,LB001865,Pho thong,4604000,2025-03-26 15:00:00,2025-05-20 12:00:00
MG0005594,LB001865,Thuong gia,7549000,2025-01-02 15:00:00,2025-05-20 08:00:00
MG0005595,LB001865,Hang nhat,13155000,2025-02-04 15:00:00,2025-05-20 00:00:00
MG0005596,LB001866,Pho thong,3827000,2024-10-11 05:30:00,2025-04-07 12:30:00
MG0005597,LB001866,Thuong gia,7239000,2024-12-24 05:30:00,2025-04-07 22:30:00
MG0005598,LB001866,Hang nhat,10285000,2024-10-29 05:30:00,2025-04-07 06:30:00
MG0005599,LB001867,Pho thong,1179000,2023-10-26 09:00:00,2024-01-21 19:00:00
MG0005600,LB001867,Thuong gia,10988000,2023-08-10 09:00:00,2024-01-21 18:00:00
MG0005601,LB001867,Hang nhat,42816000,2023-12-28 09:00:00,2024-01-21 20:00:00
MG0005602,LB001868,Pho thong,1581000,2025-02-12 09:15:00,2025-04-16 14:15:00
MG0005603,LB001868,Thuong gia,7558000,2025-01-16 09:15:00,2025-04-17 05:15:00
MG0005604,LB001868,Hang nhat,34538000,2025-02-10 09:15:00,2025-04-16 11:15:00
MG0005605,LB001869,Pho thong,4626000,2025-01-10 16:00:00,2025-06-29 23:00:00
MG0005606,LB001869,Thuong gia,8483000,2025-02-27 16:00:00,2025-06-30 10:00:00
MG0005607,LB001869,Hang nhat,25128000,2025-05-18 16:00:00,2025-06-29 19:00:00
MG0005608,LB001870,Pho thong,2039000,2024-04-03 13:30:00,2024-04-07 05:30:00
MG0005609,LB001870,Thuong gia,12687000,2023-11-23 13:30:00,2024-04-07 00:30:00
MG0005610,LB001870,Hang nhat,37318000,2024-01-30 13:30:00,2024-04-06 14:30:00
MG0005611,LB001871,Pho thong,3418000,2025-01-22 02:30:00,2025-02-12 22:30:00
MG0005612,LB001871,Thuong gia,13700000,2024-10-15 02:30:00,2025-02-12 05:30:00
MG0005613,LB001871,Hang nhat,43129000,2024-11-17 02:30:00,2025-02-12 12:30:00
MG0005614,LB001872,Pho thong,957000,2024-10-19 22:45:00,2024-11-01 18:45:00
MG0005615,LB001872,Thuong gia,8885000,2024-05-11 22:45:00,2024-11-01 17:45:00
MG0005616,LB001872,Hang nhat,15708000,2024-09-05 22:45:00,2024-11-01 13:45:00
MG0005617,LB001873,Pho thong,1364000,2025-06-06 03:00:00,2025-09-23 13:00:00
MG0005618,LB001873,Thuong gia,10605000,2025-05-14 03:00:00,2025-09-23 18:00:00
MG0005619,LB001873,Hang nhat,14642000,2025-04-01 03:00:00,2025-09-23 12:00:00
MG0005620,LB001874,Pho thong,2131000,2023-12-23 03:30:00,2024-05-21 08:30:00
MG0005621,LB001874,Thuong gia,7941000,2024-03-26 03:30:00,2024-05-21 08:30:00
MG0005622,LB001874,Hang nhat,26085000,2024-05-08 03:30:00,2024-05-21 11:30:00
MG0005623,LB001875,Pho thong,1530000,2023-10-03 06:30:00,2024-03-30 11:30:00
MG0005624,LB001875,Thuong gia,9110000,2023-11-20 06:30:00,2024-03-30 10:30:00
MG0005625,LB001875,Hang nhat,14475000,2024-01-19 06:30:00,2024-03-30 18:30:00
MG0005626,LB001876,Pho thong,3944000,2023-12-22 08:00:00,2024-02-22 14:00:00
MG0005627,LB001876,Thuong gia,4479000,2023-10-27 08:00:00,2024-02-22 16:00:00
MG0005628,LB001876,Hang nhat,35672000,2023-12-14 08:00:00,2024-02-23 07:00:00
MG0005629,LB001877,Pho thong,3982000,2023-11-27 08:30:00,2024-03-17 04:30:00
MG0005630,LB001877,Thuong gia,6661000,2024-01-05 08:30:00,2024-03-17 01:30:00
MG0005631,LB001877,Hang nhat,29737000,2024-01-21 08:30:00,2024-03-16 15:30:00
MG0005632,LB001878,Pho thong,3538000,2024-09-02 08:15:00,2025-01-22 17:15:00
MG0005633,LB001878,Thuong gia,5808000,2024-10-21 08:15:00,2025-01-22 08:15:00
MG0005634,LB001878,Hang nhat,27980000,2024-10-09 08:15:00,2025-01-22 16:15:00
MG0005635,LB001879,Pho thong,3813000,2024-03-03 10:15:00,2024-05-09 02:15:00
MG0005636,LB001879,Thuong gia,13958000,2023-12-04 10:15:00,2024-05-08 14:15:00
MG0005637,LB001879,Hang nhat,43036000,2024-02-07 10:15:00,2024-05-08 17:15:00
MG0005638,LB001880,Pho thong,3089000,2024-11-09 20:45:00,2025-02-27 14:45:00
MG0005639,LB001880,Thuong gia,6174000,2024-11-15 20:45:00,2025-02-27 08:45:00
MG0005640,LB001880,Hang nhat,12713000,2025-01-13 20:45:00,2025-02-27 11:45:00
MG0005641,LB001881,Pho thong,3367000,2024-07-19 18:45:00,2024-09-03 15:45:00
MG0005642,LB001881,Thuong gia,8542000,2024-03-17 18:45:00,2024-09-03 03:45:00
MG0005643,LB001881,Hang nhat,12651000,2024-08-30 18:45:00,2024-09-03 09:45:00
MG0005644,LB001882,Pho thong,3285000,2024-11-08 23:45:00,2024-11-25 00:45:00
MG0005645,LB001882,Thuong gia,5581000,2024-09-14 23:45:00,2024-11-25 04:45:00
MG0005646,LB001882,Hang nhat,43608000,2024-09-14 23:45:00,2024-11-25 15:45:00
MG0005647,LB001883,Pho thong,3410000,2024-05-16 22:00:00,2024-10-30 20:00:00
MG0005648,LB001883,Thuong gia,14457000,2024-05-23 22:00:00,2024-10-30 18:00:00
MG0005649,LB001883,Hang nhat,31759000,2024-09-21 22:00:00,2024-10-30 13:00:00
MG0005650,LB001884,Pho thong,3867000,2024-05-06 21:15:00,2024-09-05 02:15:00
MG0005651,LB001884,Thuong gia,11933000,2024-04-13 21:15:00,2024-09-05 16:15:00
MG0005652,LB001884,Hang nhat,17333000,2024-06-29 21:15:00,2024-09-05 14:15:00
MG0005653,LB001885,Pho thong,4336000,2023-11-25 06:00:00,2024-03-01 14:00:00
MG0005654,LB001885,Thuong gia,3168000,2024-01-23 06:00:00,2024-03-01 20:00:00
MG0005655,LB001885,Hang nhat,26769000,2023-09-04 06:00:00,2024-03-02 00:00:00
MG0005656,LB001886,Pho thong,1608000,2024-12-30 06:45:00,2025-01-29 04:45:00
MG0005657,LB001886,Thuong gia,11251000,2024-10-21 06:45:00,2025-01-29 02:45:00
MG0005658,LB001886,Hang nhat,10480000,2024-12-02 06:45:00,2025-01-28 14:45:00
MG0005659,LB001887,Pho thong,3717000,2025-04-07 16:30:00,2025-08-27 01:30:00
MG0005660,LB001887,Thuong gia,12348000,2025-07-12 16:30:00,2025-08-27 11:30:00
MG0005661,LB001887,Hang nhat,25637000,2025-08-16 16:30:00,2025-08-27 08:30:00
MG0005662,LB001888,Pho thong,3199000,2025-07-16 04:00:00,2025-11-02 01:00:00
MG0005663,LB001888,Thuong gia,10001000,2025-09-10 04:00:00,2025-11-01 10:00:00
MG0005664,LB001888,Hang nhat,29032000,2025-10-28 04:00:00,2025-11-01 13:00:00
MG0005665,LB001889,Pho thong,1202000,2024-11-07 14:15:00,2025-01-29 12:15:00
MG0005666,LB001889,Thuong gia,14464000,2024-11-25 14:15:00,2025-01-29 03:15:00
MG0005667,LB001889,Hang nhat,41941000,2024-09-04 14:15:00,2025-01-29 13:15:00
MG0005668,LB001890,Pho thong,1596000,2024-08-14 13:15:00,2024-10-11 10:15:00
MG0005669,LB001890,Thuong gia,4923000,2024-09-30 13:15:00,2024-10-11 07:15:00
MG0005670,LB001890,Hang nhat,42520000,2024-09-11 13:15:00,2024-10-10 19:15:00
MG0005671,LB001891,Pho thong,2939000,2025-03-20 20:00:00,2025-08-13 20:00:00
MG0005672,LB001891,Thuong gia,4710000,2025-07-23 20:00:00,2025-08-14 04:00:00
MG0005673,LB001891,Hang nhat,22649000,2025-07-12 20:00:00,2025-08-14 11:00:00
MG0005674,LB001892,Pho thong,4995000,2024-02-08 07:00:00,2024-04-22 03:00:00
MG0005675,LB001892,Thuong gia,12693000,2024-03-22 07:00:00,2024-04-21 13:00:00
MG0005676,LB001892,Hang nhat,28192000,2024-04-02 07:00:00,2024-04-22 06:00:00
MG0005677,LB001893,Pho thong,1026000,2023-11-10 15:45:00,2024-01-30 01:45:00
MG0005678,LB001893,Thuong gia,6518000,2023-12-21 15:45:00,2024-01-30 05:45:00
MG0005679,LB001893,Hang nhat,15769000,2023-12-25 15:45:00,2024-01-30 03:45:00
MG0005680,LB001894,Pho thong,1405000,2023-10-11 11:45:00,2024-03-27 10:45:00
MG0005681,LB001894,Thuong gia,6239000,2024-02-07 11:45:00,2024-03-26 16:45:00
MG0005682,LB001894,Hang nhat,46554000,2024-03-03 11:45:00,2024-03-26 11:45:00
MG0005683,LB001895,Pho thong,1941000,2024-09-25 16:30:00,2025-03-16 21:30:00
MG0005684,LB001895,Thuong gia,7510000,2024-11-20 16:30:00,2025-03-17 10:30:00
MG0005685,LB001895,Hang nhat,17305000,2025-03-09 16:30:00,2025-03-16 18:30:00
MG0005686,LB001896,Pho thong,1196000,2023-10-26 01:45:00,2024-04-09 14:45:00
MG0005687,LB001896,Thuong gia,3947000,2024-03-05 01:45:00,2024-04-09 11:45:00
MG0005688,LB001896,Hang nhat,32288000,2023-12-10 01:45:00,2024-04-09 01:45:00
MG0005689,LB001897,Pho thong,4782000,2024-01-18 12:15:00,2024-07-12 03:15:00
MG0005690,LB001897,Thuong gia,9481000,2024-01-14 12:15:00,2024-07-11 17:15:00
MG0005691,LB001897,Hang nhat,15257000,2024-06-11 12:15:00,2024-07-12 10:15:00
MG0005692,LB001898,Pho thong,4811000,2025-04-20 16:45:00,2025-05-20 05:45:00
MG0005693,LB001898,Thuong gia,12665000,2024-12-31 16:45:00,2025-05-20 10:45:00
MG0005694,LB001898,Hang nhat,21421000,2024-12-30 16:45:00,2025-05-19 17:45:00
MG0005695,LB001899,Pho thong,2812000,2023-11-17 07:00:00,2024-04-22 22:00:00
MG0005696,LB001899,Thuong gia,5567000,2024-01-02 07:00:00,2024-04-23 02:00:00
MG0005697,LB001899,Hang nhat,30008000,2024-01-14 07:00:00,2024-04-23 06:00:00
MG0005698,LB001900,Pho thong,1887000,2024-06-22 02:00:00,2024-08-31 11:00:00
MG0005699,LB001900,Thuong gia,12850000,2024-04-21 02:00:00,2024-08-31 11:00:00
MG0005700,LB001900,Hang nhat,14381000,2024-04-09 02:00:00,2024-08-31 07:00:00
MG0005701,LB001901,Pho thong,3403000,2025-12-06 22:45:00,2025-12-17 12:45:00
MG0005702,LB001901,Thuong gia,8246000,2025-07-22 22:45:00,2025-12-17 19:45:00
MG0005703,LB001901,Hang nhat,32851000,2025-12-03 22:45:00,2025-12-17 09:45:00
MG0005704,LB001902,Pho thong,3353000,2025-07-24 08:45:00,2025-12-08 19:45:00
MG0005705,LB001902,Thuong gia,12425000,2025-06-29 08:45:00,2025-12-09 01:45:00
MG0005706,LB001902,Hang nhat,20761000,2025-10-09 08:45:00,2025-12-08 14:45:00
MG0005707,LB001903,Pho thong,4767000,2024-08-29 20:30:00,2024-12-21 05:30:00
MG0005708,LB001903,Thuong gia,5688000,2024-12-08 20:30:00,2024-12-21 16:30:00
MG0005709,LB001903,Hang nhat,20973000,2024-08-05 20:30:00,2024-12-21 09:30:00
MG0005710,LB001904,Pho thong,4394000,2023-11-15 03:15:00,2024-01-03 04:15:00
MG0005711,LB001904,Thuong gia,5392000,2023-11-19 03:15:00,2024-01-03 21:15:00
MG0005712,LB001904,Hang nhat,24371000,2023-08-29 03:15:00,2024-01-04 02:15:00
MG0005713,LB001905,Pho thong,3998000,2024-08-13 22:15:00,2024-11-08 15:15:00
MG0005714,LB001905,Thuong gia,3218000,2024-11-05 22:15:00,2024-11-08 21:15:00
MG0005715,LB001905,Hang nhat,41731000,2024-06-26 22:15:00,2024-11-08 14:15:00
MG0005716,LB001906,Pho thong,3294000,2024-03-05 05:30:00,2024-06-18 21:30:00
MG0005717,LB001906,Thuong gia,9194000,2024-01-12 05:30:00,2024-06-19 04:30:00
MG0005718,LB001906,Hang nhat,20085000,2024-01-22 05:30:00,2024-06-19 01:30:00
MG0005719,LB001907,Pho thong,3235000,2025-07-30 15:45:00,2025-11-13 14:45:00
MG0005720,LB001907,Thuong gia,12036000,2025-10-18 15:45:00,2025-11-12 20:45:00
MG0005721,LB001907,Hang nhat,15555000,2025-06-03 15:45:00,2025-11-13 07:45:00
MG0005722,LB001908,Pho thong,3917000,2023-11-11 05:00:00,2024-03-18 14:00:00
MG0005723,LB001908,Thuong gia,11596000,2023-10-20 05:00:00,2024-03-18 05:00:00
MG0005724,LB001908,Hang nhat,31671000,2024-03-05 05:00:00,2024-03-19 04:00:00
MG0005725,LB001909,Pho thong,4954000,2025-05-23 00:45:00,2025-08-19 06:45:00
MG0005726,LB001909,Thuong gia,15000000,2025-07-27 00:45:00,2025-08-19 08:45:00
MG0005727,LB001909,Hang nhat,12026000,2025-05-10 00:45:00,2025-08-19 22:45:00
MG0005728,LB001910,Pho thong,1720000,2023-09-14 00:30:00,2024-02-15 02:30:00
MG0005729,LB001910,Thuong gia,11676000,2023-10-25 00:30:00,2024-02-15 20:30:00
MG0005730,LB001910,Hang nhat,47183000,2023-12-13 00:30:00,2024-02-15 21:30:00
MG0005731,LB001911,Pho thong,1188000,2024-02-05 04:00:00,2024-06-19 17:00:00
MG0005732,LB001911,Thuong gia,6110000,2024-01-15 04:00:00,2024-06-19 05:00:00
MG0005733,LB001911,Hang nhat,48514000,2024-02-10 04:00:00,2024-06-19 09:00:00
MG0005734,LB001912,Pho thong,1594000,2024-09-18 14:45:00,2024-12-09 13:45:00
MG0005735,LB001912,Thuong gia,7356000,2024-10-01 14:45:00,2024-12-09 11:45:00
MG0005736,LB001912,Hang nhat,26515000,2024-09-15 14:45:00,2024-12-09 05:45:00
MG0005737,LB001913,Pho thong,2375000,2025-10-31 15:30:00,2025-11-10 04:30:00
MG0005738,LB001913,Thuong gia,9984000,2025-06-13 15:30:00,2025-11-10 05:30:00
MG0005739,LB001913,Hang nhat,27665000,2025-08-30 15:30:00,2025-11-10 01:30:00
MG0005740,LB001914,Pho thong,3112000,2024-12-11 09:30:00,2024-12-27 07:30:00
MG0005741,LB001914,Thuong gia,11476000,2024-10-17 09:30:00,2024-12-27 04:30:00
MG0005742,LB001914,Hang nhat,30280000,2024-08-08 09:30:00,2024-12-26 10:30:00
MG0005743,LB001915,Pho thong,2676000,2025-07-26 15:00:00,2025-09-01 22:00:00
MG0005744,LB001915,Thuong gia,14532000,2025-06-18 15:00:00,2025-09-02 10:00:00
MG0005745,LB001915,Hang nhat,31235000,2025-05-22 15:00:00,2025-09-02 13:00:00
MG0005746,LB001916,Pho thong,1901000,2023-09-13 04:45:00,2024-01-21 12:45:00
MG0005747,LB001916,Thuong gia,5729000,2023-10-28 04:45:00,2024-01-21 13:45:00
MG0005748,LB001916,Hang nhat,22463000,2023-10-20 04:45:00,2024-01-21 14:45:00
MG0005749,LB001917,Pho thong,873000,2024-11-02 15:00:00,2024-12-31 00:00:00
MG0005750,LB001917,Thuong gia,10437000,2024-10-14 15:00:00,2024-12-31 09:00:00
MG0005751,LB001917,Hang nhat,38049000,2024-08-07 15:00:00,2024-12-30 21:00:00
MG0005752,LB001918,Pho thong,2558000,2025-02-15 11:15:00,2025-03-16 13:15:00
MG0005753,LB001918,Thuong gia,14695000,2025-02-25 11:15:00,2025-03-16 14:15:00
MG0005754,LB001918,Hang nhat,36622000,2024-12-16 11:15:00,2025-03-17 01:15:00
MG0005755,LB001919,Pho thong,1055000,2024-10-09 20:00:00,2025-01-21 18:00:00
MG0005756,LB001919,Thuong gia,3665000,2024-08-17 20:00:00,2025-01-21 12:00:00
MG0005757,LB001919,Hang nhat,12151000,2024-10-01 20:00:00,2025-01-21 19:00:00
MG0005758,LB001920,Pho thong,1402000,2025-03-01 16:15:00,2025-04-04 23:15:00
MG0005759,LB001920,Thuong gia,11681000,2025-03-11 16:15:00,2025-04-05 13:15:00
MG0005760,LB001920,Hang nhat,32712000,2025-02-17 16:15:00,2025-04-05 11:15:00
MG0005761,LB001921,Pho thong,2274000,2024-08-25 18:45:00,2025-02-04 15:45:00
MG0005762,LB001921,Thuong gia,13853000,2024-12-31 18:45:00,2025-02-03 21:45:00
MG0005763,LB001921,Hang nhat,29910000,2024-09-18 18:45:00,2025-02-04 17:45:00
MG0005764,LB001922,Pho thong,1742000,2025-04-26 16:30:00,2025-08-16 05:30:00
MG0005765,LB001922,Thuong gia,11705000,2025-06-08 16:30:00,2025-08-16 03:30:00
MG0005766,LB001922,Hang nhat,49139000,2025-05-27 16:30:00,2025-08-16 11:30:00
MG0005767,LB001923,Pho thong,2059000,2024-12-21 18:30:00,2025-04-09 21:30:00
MG0005768,LB001923,Thuong gia,4057000,2025-04-01 18:30:00,2025-04-09 22:30:00
MG0005769,LB001923,Hang nhat,29969000,2025-02-06 18:30:00,2025-04-10 06:30:00
MG0005770,LB001924,Pho thong,2098000,2024-12-13 21:15:00,2025-05-24 21:15:00
MG0005771,LB001924,Thuong gia,7197000,2025-04-14 21:15:00,2025-05-25 13:15:00
MG0005772,LB001924,Hang nhat,49967000,2025-02-04 21:15:00,2025-05-25 05:15:00
MG0005773,LB001925,Pho thong,4749000,2025-05-14 17:15:00,2025-09-30 11:15:00
MG0005774,LB001925,Thuong gia,11018000,2025-09-02 17:15:00,2025-09-30 02:15:00
MG0005775,LB001925,Hang nhat,49475000,2025-08-12 17:15:00,2025-09-30 02:15:00
MG0005776,LB001926,Pho thong,3755000,2024-06-17 00:45:00,2024-10-27 10:45:00
MG0005777,LB001926,Thuong gia,12398000,2024-07-18 00:45:00,2024-10-27 01:45:00
MG0005778,LB001926,Hang nhat,49343000,2024-09-16 00:45:00,2024-10-27 15:45:00
